name,discipline,category,template_dir,card_path,description,standards,tags,tool_mode,param_count,output_count,archetype_count,visibility_mix,hidden_params,multimodal_families,operation_handles
cpt-parameter-derivation,ground,soil-interpretation,src/aec_bench/templates/builtin/ground/cpt_parameter_derivation,docs/task-world-opportunities/task-cards/ground/cpt-parameter-derivation.md,CPT parameter derivation using Robertson (1990) correlations,Robertson (1990); Lunne et al. (1997); Robertson and Campanella (1983),geotechnical; cpt; soil-classification; deterministic,with-tool,7,7,4,all_given; partial,net_area_ratio; total_unit_weight_kn_m3,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; hidden_parameter_policy; source_geometry; source_table
immediate-settlement,ground,shallow-foundations,src/aec_bench/templates/builtin/ground/immediate_settlement,docs/task-world-opportunities/task-cards/ground/immediate-settlement.md,Elastic immediate settlement of shallow foundations using Boussinesq theory,Bowles (1996); Boussinesq elastic theory,geotechnical; settlement; elastic; immediate; deterministic,with-tool,7,2,4,all_given; partial,elastic_modulus_mpa; poisson_ratio,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; hidden_parameter_policy; source_geometry; source_table
infinite-slope,ground,slope-stability,src/aec_bench/templates/builtin/ground/infinite_slope,docs/task-world-opportunities/task-cards/ground/infinite-slope.md,Factor of safety for infinite slope failure,Standard geotechnical texts,geotechnical; slope-stability; deterministic,with-tool,6,4,8,all_given; partial,cohesion_kpa; friction_angle_deg; unit_weight_kn_m3,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; hidden_parameter_policy; source_geometry; source_table
lateral-earth-pressure,ground,retaining-walls,src/aec_bench/templates/builtin/ground/lateral_earth_pressure,docs/task-world-opportunities/task-cards/ground/lateral-earth-pressure.md,Active and passive earth pressures using Rankine or Coulomb theory,Rankine (1857); Coulomb (1776),geotechnical; earth-pressure; retaining-wall; deterministic,both,8,7,5,all_given; partial,cohesion_kpa; friction_angle_deg; unit_weight_kn_m3,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; hidden_parameter_policy; source_geometry; source_table
meyerhof-bearing-capacity,ground,shallow-foundations,src/aec_bench/templates/builtin/ground/meyerhof_bearing_capacity,docs/task-world-opportunities/task-cards/ground/meyerhof-bearing-capacity.md,"Ultimate bearing capacity using Meyerhof's 1963 general equation with shape, depth, and inclination factors",Meyerhof (1963),geotechnical; bearing-capacity; shallow-foundations; deterministic,with-tool,9,14,4,all_given; partial,cohesion_kpa; friction_angle_deg; unit_weight_kn_m3,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; hidden_parameter_policy; source_geometry; source_table
spt-corrections,ground,soil-interpretation,src/aec_bench/templates/builtin/ground/spt_corrections,docs/task-world-opportunities/task-cards/ground/spt-corrections.md,SPT N-value corrections using Liao & Whitman (1986),Liao and Whitman (1986); ASTM D1586,geotechnical; spt; deterministic,with-tool,6,7,3,all_given; partial,borehole_diameter_mm; hammer_type; sampler_type,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; hidden_parameter_policy; source_geometry; source_table
terzaghi-bearing-capacity,ground,shallow-foundations,src/aec_bench/templates/builtin/ground/terzaghi_bearing_capacity,docs/task-world-opportunities/task-cards/ground/terzaghi-bearing-capacity.md,Ultimate bearing capacity using Terzaghi's 1943 equation,Terzaghi (1943),geotechnical; bearing-capacity; deterministic,with-tool,8,5,4,all_given; partial,cohesion_kpa; friction_angle_deg; unit_weight_kn_m3,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; hidden_parameter_policy; source_geometry; source_table
wall-bearing,ground,retaining-walls,src/aec_bench/templates/builtin/ground/wall_bearing,docs/task-world-opportunities/task-cards/ground/wall-bearing.md,Retaining wall base bearing check with eccentricity using Meyerhof effective width,AS 4678; Meyerhof (1963),geotechnical; retaining-wall; bearing-capacity; eccentricity,with-tool,8,5,5,all_given; partial,soil_cohesion_kpa; soil_friction_angle_deg; soil_unit_weight_kn_m3,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; hidden_parameter_policy; source_geometry; source_table
wall-overturning,ground,retaining-walls,src/aec_bench/templates/builtin/ground/wall_overturning,docs/task-world-opportunities/task-cards/ground/wall-overturning.md,Overturning stability check for gravity/cantilever retaining walls,AS 4678; Eurocode 7,geotechnical; retaining-wall; overturning; stability,with-tool,9,5,4,all_given; partial,backfill_friction_angle_deg; backfill_unit_weight_kn_m3,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; hidden_parameter_policy; source_geometry; source_table
a-weighting,mechanical,fundamental-calculations,src/aec_bench/templates/builtin/mechanical/a_weighting,docs/task-world-opportunities/task-cards/mechanical/a-weighting.md,A-weighted octave-band sound level calculation,IEC 61672,mechanical; acoustics; a-weighting; log-sum; deterministic,with-tool,8,3,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
air-changes,mechanical,ventilation,src/aec_bench/templates/builtin/mechanical/air_changes,docs/task-world-opportunities/task-cards/mechanical/air-changes.md,Air changes per hour calculation for room ventilation,ASHRAE 62.1,mechanical; ventilation; air-changes; ach; deterministic,with-tool,2,1,2,all_given,,drawing-geometry; time-series; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_timeseries
air-demand,mechanical,compressed-air,src/aec_bench/templates/builtin/mechanical/air_demand,docs/task-world-opportunities/task-cards/mechanical/air-demand.md,Compressed air connected and simultaneous demand calculation,ISO 8573,mechanical; compressed-air; demand; deterministic,with-tool,7,4,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
available-flow-calculation,mechanical,hydrant-flow-test,src/aec_bench/templates/builtin/mechanical/available_flow_calculation,docs/task-world-opportunities/task-cards/mechanical/available-flow-calculation.md,Available fire flow from hydrant flow test,NFPA 291,mechanical; fire-services; hydrant; available-flow; deterministic,with-tool,4,4,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
biogas-production,mechanical,sludge-handling,src/aec_bench/templates/builtin/mechanical/biogas_production,docs/task-world-opportunities/task-cards/mechanical/biogas-production.md,Biogas and methane production from volatile solids destruction,WEF MOP 8,mechanical; wastewater; sludge; biogas; deterministic,with-tool,4,4,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
braking-distance,mechanical,braking-systems,src/aec_bench/templates/builtin/mechanical/braking_distance,docs/task-world-opportunities/task-cards/mechanical/braking-distance.md,Train braking distance calculation from brake effort and gradient,EN 14531-1; AS 7520.3,mechanical; rolling-stock; braking-distance; deceleration; deterministic,with-tool,5,4,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
chemical-dosing,mechanical,fundamental-calculations,src/aec_bench/templates/builtin/mechanical/chemical_dosing,docs/task-world-opportunities/task-cards/mechanical/chemical-dosing.md,Treatment chemical dose and feed rate calculation,WEF MOP 8,mechanical; water-treatment; chemical-dosing; feed-rate; deterministic,with-tool,4,4,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
cstr-volume,mechanical,reactor-sizing,src/aec_bench/templates/builtin/mechanical/cstr_volume,docs/task-world-opportunities/task-cards/mechanical/cstr-volume.md,Continuous stirred tank reactor volume calculation for first-order reactions,Chemical Reaction Engineering Fundamentals,mechanical; reactor-sizing; cstr; first-order; deterministic,with-tool,4,4,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
davis-resistance,mechanical,train-resistance-dynamics,src/aec_bench/templates/builtin/mechanical/davis_resistance,docs/task-world-opportunities/task-cards/mechanical/davis-resistance.md,Davis train running resistance and tractive power,Davis equation,mechanical; rail; train-resistance; tractive-power; deterministic,with-tool,5,4,2,all_given,,tabular-source; time-series; drawing-geometry,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_timeseries
distance-attenuation,mechanical,fundamental-calculations,src/aec_bench/templates/builtin/mechanical/distance_attenuation,docs/task-world-opportunities/task-cards/mechanical/distance-attenuation.md,Point-source sound pressure level adjustment for a change in distance,ISO 9613-2,mechanical; acoustics; sound-pressure-level; distance-attenuation; deterministic,with-tool,3,3,3,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
egress-width,mechanical,egress-modeling,src/aec_bench/templates/builtin/mechanical/egress_width,docs/task-world-opportunities/task-cards/mechanical/egress-width.md,Egress width calculation from occupant load,IBC; NCC,mechanical; life-safety; egress; width; deterministic,with-tool,3,4,2,all_given,,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
elevation-pressure,mechanical,sprinkler-hydraulics,src/aec_bench/templates/builtin/mechanical/elevation_pressure,docs/task-world-opportunities/task-cards/mechanical/elevation-pressure.md,Static pressure change from elevation difference,NFPA 13; AS 2118.1,mechanical; hydraulics; elevation; pressure; deterministic,with-tool,2,3,2,all_given,,drawing-geometry; tabular-source; chart-curve,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
friction-loss-hazen-williams,mechanical,sprinkler-hydraulics,src/aec_bench/templates/builtin/mechanical/friction_loss_hazen_williams,docs/task-world-opportunities/task-cards/mechanical/friction-loss-hazen-williams.md,Imperial Hazen-Williams sprinkler pipe friction loss,NFPA 13; AS 2118,mechanical; fire-services; sprinkler; hazen-williams; deterministic,with-tool,5,4,2,all_given,,drawing-geometry; tabular-source; chart-curve,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
gas-load-calculation,mechanical,gas-services,src/aec_bench/templates/builtin/mechanical/gas_load_calculation,docs/task-world-opportunities/task-cards/mechanical/gas-load-calculation.md,Connected and diversified gas load calculation,AS/NZS 5601.1,mechanical; gas-services; load; demand; deterministic,with-tool,7,4,2,all_given,,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
gci-calculation,mechanical,mesh-independence,src/aec_bench/templates/builtin/mechanical/gci_calculation,docs/task-world-opportunities/task-cards/mechanical/gci-calculation.md,Grid convergence index for a three-grid CFD study,ASME V&V 20-2009,mechanical; cfd; mesh; gci; deterministic,with-tool,4,5,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
hazen-williams-friction,mechanical,pipe-hydraulics,src/aec_bench/templates/builtin/mechanical/hazen_williams_friction,docs/task-world-opportunities/task-cards/mechanical/hazen-williams-friction.md,Hazen-Williams pressure pipe friction loss,Hazen-Williams,mechanical; hydraulics; pipe; friction; deterministic,with-tool,5,4,2,all_given,,drawing-geometry; tabular-source; chart-curve,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
hrt-calculation,mechanical,fundamental-calculations,src/aec_bench/templates/builtin/mechanical/hrt_calculation,docs/task-world-opportunities/task-cards/mechanical/hrt-calculation.md,Hydraulic retention time calculation for treatment units,WEF MOP 8,mechanical; water-treatment; wastewater; hrt; deterministic,with-tool,2,3,2,all_given,,drawing-geometry; tabular-source; chart-curve,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
joukowsky-pressure,mechanical,transient-analysis,src/aec_bench/templates/builtin/mechanical/joukowsky_pressure,docs/task-world-opportunities/task-cards/mechanical/joukowsky-pressure.md,Joukowsky pressure rise calculation for water hammer screening,AWWA M11,mechanical; water-hammer; joukowsky; pressure-rise; deterministic,with-tool,3,3,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
lmtd-calculation,mechanical,heat-exchanger-design,src/aec_bench/templates/builtin/mechanical/lmtd_calculation,docs/task-world-opportunities/task-cards/mechanical/lmtd-calculation.md,Log mean temperature difference and heat duty calculation,TEMA Standards,mechanical; heat-exchanger; lmtd; heat-duty; deterministic,with-tool,8,6,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
mass-balance,mechanical,convergence-assessment,src/aec_bench/templates/builtin/mechanical/mass_balance,docs/task-world-opportunities/task-cards/mechanical/mass-balance.md,Global process mass balance closure check,ISO 15926,mechanical; process; mass-balance; closure; deterministic,with-tool,5,5,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
miner-fatigue,mechanical,fatigue-analysis,src/aec_bench/templates/builtin/mechanical/miner_fatigue,docs/task-world-opportunities/task-cards/mechanical/miner-fatigue.md,Cumulative fatigue damage calculation using Miner's rule,ASME VIII-2; EN 13445,mechanical; fatigue; miner; damage; deterministic,with-tool,6,6,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
minor-losses-calculation,mechanical,pipe-hydraulics,src/aec_bench/templates/builtin/mechanical/minor_losses_calculation,docs/task-world-opportunities/task-cards/mechanical/minor-losses-calculation.md,Pipe fitting minor losses calculation,Crane TP-410; AWWA M11,mechanical; pipe-hydraulics; minor-losses; fittings; deterministic,with-tool,9,4,2,all_given,,drawing-geometry; tabular-source; chart-curve,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
mlss-inventory,mechanical,fundamental-calculations,src/aec_bench/templates/builtin/mechanical/mlss_inventory,docs/task-world-opportunities/task-cards/mechanical/mlss-inventory.md,Mixed liquor suspended solids inventory calculation,WEF MOP 8,mechanical; wastewater; activated-sludge; mlss; deterministic,with-tool,3,3,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
nac-load-calculation,mechanical,fire-services,src/aec_bench/templates/builtin/mechanical/nac_load_calculation,docs/task-world-opportunities/task-cards/mechanical/nac-load-calculation.md,Notification appliance circuit load and capacity check,NFPA 72,mechanical; fire-services; nac; notification-appliance-circuit; deterministic,with-tool,7,4,2,all_given,,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
nitrification-srt,mechanical,nutrient-removal,src/aec_bench/templates/builtin/mechanical/nitrification_srt,docs/task-world-opportunities/task-cards/mechanical/nitrification-srt.md,Required SRT for activated-sludge nitrification,Metcalf and Eddy Wastewater Engineering,mechanical; wastewater; nitrification; srt; deterministic,with-tool,9,5,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
npsh-available,mechanical,pump-hydraulics,src/aec_bench/templates/builtin/mechanical/npsh_available,docs/task-world-opportunities/task-cards/mechanical/npsh-available.md,Net Positive Suction Head Available calculation for pump inlet checks,Hydraulic Institute Standards,mechanical; pump-hydraulics; npsh; cavitation; deterministic,with-tool,6,6,3,all_given,,drawing-geometry; tabular-source; chart-curve,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
occupant-load,mechanical,prescriptive-compliance,src/aec_bench/templates/builtin/mechanical/occupant_load,docs/task-world-opportunities/task-cards/mechanical/occupant-load.md,Area-based occupant load calculation,IBC; NCC,mechanical; life-safety; occupant-load; deterministic,with-tool,2,3,2,all_given,,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
oxygen-requirements,mechanical,activated-sludge,src/aec_bench/templates/builtin/mechanical/oxygen_requirements,docs/task-world-opportunities/task-cards/mechanical/oxygen-requirements.md,Activated sludge oxygen demand calculation,WEF MOP 8,mechanical; wastewater; activated-sludge; oxygen-demand; deterministic,with-tool,7,5,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
pfr-volume,mechanical,reactor-sizing,src/aec_bench/templates/builtin/mechanical/pfr_volume,docs/task-world-opportunities/task-cards/mechanical/pfr-volume.md,Plug flow reactor volume calculation for first-order reactions,Chemical Reaction Engineering Fundamentals,mechanical; reactor-sizing; pfr; first-order; deterministic,with-tool,4,4,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
por-aor-compliance,mechanical,system-curves,src/aec_bench/templates/builtin/mechanical/por_aor_compliance,docs/task-world-opportunities/task-cards/mechanical/por-aor-compliance.md,Pump preferred and allowable operating range compliance,HI 9.6.3,mechanical; pump; operating-range; por; aor; deterministic,with-tool,6,5,2,all_given,,drawing-geometry; spatial-map; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
pressure-loss-calculation,mechanical,pipe-sizing-water,src/aec_bench/templates/builtin/mechanical/pressure_loss_calculation,docs/task-world-opportunities/task-cards/mechanical/pressure-loss-calculation.md,Water pipe pressure loss from Hazen-Williams and fittings,AS/NZS 3500.1; Hazen-Williams,mechanical; hydraulics; pipe; pressure-loss; deterministic,with-tool,6,4,2,all_given,,drawing-geometry; tabular-source; chart-curve,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
pump-affinity-laws,mechanical,pump-sizing,src/aec_bench/templates/builtin/mechanical/pump_affinity_laws,docs/task-world-opportunities/task-cards/mechanical/pump-affinity-laws.md,Pump affinity law calculation for estimating performance at a new speed,ANSI/HI Standards,mechanical; pump-sizing; affinity-laws; variable-speed; deterministic,with-tool,5,4,3,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
pump-head-calculation,mechanical,pump-hydraulics,src/aec_bench/templates/builtin/mechanical/pump_head_calculation,docs/task-world-opportunities/task-cards/mechanical/pump-head-calculation.md,Total dynamic head calculation for pump installations,Hydraulic Institute Standards,mechanical; pump-hydraulics; total-dynamic-head; hydraulic-power; deterministic,with-tool,6,5,3,all_given,,drawing-geometry; tabular-source; chart-curve,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
pump-power-calculation,mechanical,pump-sizing,src/aec_bench/templates/builtin/mechanical/pump_power_calculation,docs/task-world-opportunities/task-cards/mechanical/pump-power-calculation.md,Pump hydraulic and shaft power calculation,HI 14.6; ISO 9906,mechanical; pump; power; hydraulics; deterministic,with-tool,4,4,2,all_given,,drawing-geometry; tabular-source; chart-curve,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
pump-power-efficiency,mechanical,pump-hydraulics,src/aec_bench/templates/builtin/mechanical/pump_power_efficiency,docs/task-world-opportunities/task-cards/mechanical/pump-power-efficiency.md,"Pump hydraulic power, shaft power, and motor sizing",Hydraulic Institute Standards,mechanical; pump; power; efficiency; deterministic,with-tool,6,4,2,all_given,,drawing-geometry; tabular-source; chart-curve,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
sabine-rt60,mechanical,fundamental-calculations,src/aec_bench/templates/builtin/mechanical/sabine_rt60,docs/task-world-opportunities/task-cards/mechanical/sabine-rt60.md,Single-band reverberation time calculation using Sabine formula,ISO 3382,mechanical; acoustics; rt60; sabine; deterministic,with-tool,7,3,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
slr-calculation,mechanical,clarifier-design,src/aec_bench/templates/builtin/mechanical/slr_calculation,docs/task-world-opportunities/task-cards/mechanical/slr-calculation.md,Secondary clarifier solids loading rate calculation,Ten States Standards; WEF MOP 8,mechanical; wastewater; clarifier; solids-loading-rate; deterministic,with-tool,4,5,2,all_given,,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
sludge-production,mechanical,activated-sludge,src/aec_bench/templates/builtin/mechanical/sludge_production,docs/task-world-opportunities/task-cards/mechanical/sludge-production.md,Activated sludge production estimation,WEF MOP 8,mechanical; wastewater; activated-sludge; sludge-production; deterministic,with-tool,9,5,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
sor-calculation,mechanical,clarifier-design,src/aec_bench/templates/builtin/mechanical/sor_calculation,docs/task-world-opportunities/task-cards/mechanical/sor-calculation.md,Clarifier surface overflow rate calculation,Ten States Standards; WEF MOP 8,mechanical; wastewater; clarifier; surface-overflow-rate; deterministic,with-tool,3,4,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
spl-log-sum,mechanical,fundamental-calculations,src/aec_bench/templates/builtin/mechanical/spl_log_sum,docs/task-world-opportunities/task-cards/mechanical/spl-log-sum.md,Three-source sound pressure level logarithmic summation,Acoustic Fundamentals,mechanical; acoustics; spl; logarithmic-sum; deterministic,with-tool,3,3,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
sprinkler-discharge,mechanical,sprinkler-hydraulics,src/aec_bench/templates/builtin/mechanical/sprinkler_discharge,docs/task-world-opportunities/task-cards/mechanical/sprinkler-discharge.md,Sprinkler discharge calculation from K factor and pressure,NFPA 13; AS 2118.1,mechanical; fire-services; sprinkler; discharge; deterministic,with-tool,2,3,2,all_given,,drawing-geometry; tabular-source; chart-curve,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
srt-calculation,mechanical,fundamental-calculations,src/aec_bench/templates/builtin/mechanical/srt_calculation,docs/task-world-opportunities/task-cards/mechanical/srt-calculation.md,Activated sludge solids retention time calculation,WEF MOP 8; Ten States Standards,mechanical; wastewater; activated-sludge; srt; deterministic,with-tool,6,5,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
steel-critical-temp,mechanical,structural-fire,src/aec_bench/templates/builtin/mechanical/steel_critical_temp,docs/task-world-opportunities/task-cards/mechanical/steel-critical-temp.md,Critical steel temperature calculation from structural-fire load ratio,Eurocode 3; AS 4100,mechanical; structural-fire; steel-temperature; fire-resistance; deterministic,with-tool,2,3,3,all_given,,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
t-squared-hrr,mechanical,design-fire,src/aec_bench/templates/builtin/mechanical/t_squared_hrr,docs/task-world-opportunities/task-cards/mechanical/t-squared-hrr.md,T-squared fire growth heat release rate calculation,ISO/TS 16733; SFPE Handbook,mechanical; fire-safety; design-fire; heat-release-rate; deterministic,with-tool,3,4,3,all_given,,drawing-geometry; time-series; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_timeseries
thrust-force-calculation,mechanical,thrust-restraint,src/aec_bench/templates/builtin/mechanical/thrust_force_calculation,docs/task-world-opportunities/task-cards/mechanical/thrust-force-calculation.md,Pipe bend thrust force calculation,AWWA M11; AS 2566.1,mechanical; pipe; thrust; restraint; deterministic,with-tool,3,3,2,all_given,,drawing-geometry; tabular-source; chart-curve,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
velocity-check,mechanical,pipe-hydraulics,src/aec_bench/templates/builtin/mechanical/velocity_check,docs/task-world-opportunities/task-cards/mechanical/velocity-check.md,Pipe velocity calculation and explicit range check,AWWA M11; Crane TP-410,mechanical; pipe; hydraulics; velocity; deterministic,with-tool,4,5,2,all_given,,drawing-geometry; tabular-source; chart-curve,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
vibration-transmissibility,mechanical,vibration,src/aec_bench/templates/builtin/mechanical/vibration_transmissibility,docs/task-world-opportunities/task-cards/mechanical/vibration-transmissibility.md,Damped vibration transmissibility calculation,ISO 20816,mechanical; vibration; isolation; transmissibility; deterministic,with-tool,3,3,2,all_given,,chart-curve; drawing-geometry; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
visibility-criterion,mechanical,tenability-assessment,src/aec_bench/templates/builtin/mechanical/visibility_criterion,docs/task-world-opportunities/task-cards/mechanical/visibility-criterion.md,Smoke visibility tenability criterion calculation,SFPE Handbook; ISO 13571,mechanical; fire-safety; tenability; visibility; deterministic,with-tool,3,4,2,all_given,,drawing-geometry; time-series; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_timeseries
water-supply-curve,mechanical,hydrant-flow-test,src/aec_bench/templates/builtin/mechanical/water_supply_curve,docs/task-world-opportunities/task-cards/mechanical/water-supply-curve.md,Hydrant water supply curve from flow test data,NFPA 291; NFPA 13,mechanical; fire-services; hydrant; water-supply; deterministic,with-tool,4,4,2,all_given,,drawing-geometry; spatial-map; tabular-source,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
wave-speed-calculation,mechanical,transient-analysis,src/aec_bench/templates/builtin/mechanical/wave_speed_calculation,docs/task-world-opportunities/task-cards/mechanical/wave-speed-calculation.md,Pressure wave speed calculation for transient hydraulic screening,AWWA M11,mechanical; water-hammer; wave-speed; transient-analysis; deterministic,with-tool,6,4,3,all_given,,drawing-geometry; tabular-source; chart-curve,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
berthing-energy-calc,structural,berthing-energy,src/aec_bench/templates/builtin/structural/berthing_energy_calc,docs/task-world-opportunities/task-cards/structural/berthing-energy-calc.md,Characteristic and design vessel berthing energy calculation,BS 6349-4; PIANC WG211; AS 4997,structural; marine; berthing-energy; ports; deterministic,with-tool,7,4,2,all_given,,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
bracket-load-calc,structural,bracket-connection,src/aec_bench/templates/builtin/structural/bracket_load_calc,docs/task-world-opportunities/task-cards/structural/bracket-load-calc.md,Reduced bracket service and factored resultant load calculation,AS 4100; AISC 360,structural; bracket; load; resultant; deterministic,with-tool,6,4,2,all_given,,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
carbon-equivalent-calc,structural,steel-specification,src/aec_bench/templates/builtin/structural/carbon_equivalent_calc,docs/task-world-opportunities/task-cards/structural/carbon-equivalent-calc.md,IIW carbon equivalent calculation for structural steel weldability,IIW formula; AS/NZS 1554; AWS D1.1,structural; steel; weldability; carbon-equivalent; deterministic,with-tool,9,5,3,all_given,,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
composite-section,structural,superstructure-design,src/aec_bench/templates/builtin/structural/composite_section,docs/task-world-opportunities/task-cards/structural/composite-section.md,Steel-concrete composite transformed section properties,AASHTO LRFD 6.10; AS/NZS 5100.6,structural; bridge; composite-section; section-properties; deterministic,with-tool,11,5,2,all_given,,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
construction-tolerance,structural,construction-tolerance,src/aec_bench/templates/builtin/structural/construction_tolerance,docs/task-world-opportunities/task-cards/structural/construction-tolerance.md,Construction tolerance allowance and required slot length calculation,AISC 303; EN 1090-2; AS 4100,structural; construction; tolerance; fit-up; deterministic,with-tool,6,4,2,all_given,,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
